MIM	Gene	Phenotypes
617909	LSM10	
608854	NOR1	
611979	MRPS15	
138971	"CSF3R, GCSFR, SCN7"	"Neutropenia, severe congenital, 7, autosomal recessive, 617014 (3), Autosomal recessive; ?Neutrophilia, hereditary, 162830 (3), Autosomal dominant"
138243	"GRIK3, GLUR7"	
610562	"ZC3H12A, MCPIP, MCPIP1"	
611001	"MEAF6, C1orf149, EAF6"	
608241	"SNIP1, NEDHCS"	"Neurodevelopmental disorder with hypotonia, craniofacial abnormalities, and seizures, 614501 (3), Autosomal recessive"
602135	"DNALI1, P28"	
609365	"GNL2, NGP1"	
609595	"RSPO1, FLJ40906"	"Palmoplantar hyperkeratosis and true hermaphroditism, 610644 (3), Autosomal recessive; Palmoplantar hyperkeratosis with squamous cell carcinoma of skin and sex reversal, 610644 (3), Autosomal recessive"
614799	C1orf109	
609977	CDCA8	
611123	EPHA10	
612276	"YRDC, IRIP, GAMOS10"	"Galloway-Mowat syndrome 10, 619609 (3), Autosomal recessive"
600172	MTF1	
147264	INPP5B	
605596	"SF3A3, SF3A60, SAP61, PRP9"	
602790	"FHL3, SLIM2"	
609440	"UTP11L, CGI94"	
602479	POU3F1	
608267	"RRAGC, RAGC"	
606535	MYCBP	
611923	"GJA9, CX59"	
608962	RHBDL2	
615164	AKIRIN1	
603847	NDUFS5	
608271	"MACF1, ACF7, KIAA1251, LIS9"	"Lissencephaly 9 with complex brainstem malformation, 618325 (3), Autosomal dominant"
603407	"PABPC4, PABP4, IPABP, APP1"	
609034	HEYL	
610525	"NT5C1A, CN1A, CNI, CN1"	
619211	"HPCAL4, HLP4"	
602435	"PPIE, CYP33"	
602284	"BMP8B, OP2"	
610289	"OXCT2, FLJ0030"	
617840	"TRIT1, IPT, COXPD35"	"Combined oxidative phosphorylation deficiency 35, 617873 (3), Autosomal recessive"
164850	"MYCL, LMYC"	
614397	"MFSD2A, NEDMISBA"	"Neurodevelopmental disorder with progressive microcephaly, spasticity, and brain abnormalities, 616486 (3), Autosomal recessive"
617801	CAP1	
600722	"PPT1, CLN1"	"Ceroid lipofuscinosis, neuronal, 1, 256730 (3), Autosomal recessive"
180610	RLF	
606480	"ZMPSTE24, FACE1, STE24, MADB, RSDM1"	"Mandibuloacral dysplasia with type B lipodystrophy, 608612 (3), Autosomal recessive; Restrictive dermopathy 1, 275210 (3), Autosomal recessive"
120260	"COL9A2, EDM2, STL5"	"Epiphyseal dysplasia, multiple, 2, 600204 (3), Autosomal dominant; ?Stickler syndrome, type V, 614284 (3), Autosomal recessive"
616916	"SMAP2, SMAP1L"	
617939	"ZFP69, ZNF642"	
618601	"EXO5, C1orf176"	
611600	"RIMS3, NIM3, KIAA0137"	
605344	"NFYC, CBFC"	
619105	"MIR30E, MIR30E*"	
615151	MIR30C1	
603537	"KCNQ4, DFNA2A"	"Deafness, autosomal dominant 2A, 600101 (3), Autosomal dominant"
606815	CITED4	
123860	"CTPS1, CTPS, IMD24"	"Immunodeficiency 24, 615897 (3), Autosomal recessive"
616396	SCMH1	
611457	FOXO6	
131241	EDN2	
606649	"HIVEP3, KRC"	
601271	"GUCA2B, UGN"	
139392	"GUCA2A, GUCA2"	
616035	"FOXJ3, KIAA1041"	
618949	"RIMKLA, NAAGS2"	
609853	"PPCS, CMD2C"	"Cardiomyopathy, dilated, 2C, 618189 (3), Autosomal recessive"
606095	PPIH	
154030	"YBX1, NSEP1, YB1, DBPB"	
610036	"CLDN19, HOMG5"	"Hypomagnesemia 5, renal, with ocular involvement, 248190 (3), Autosomal recessive"
610339	"P3H1, LEPRE1, GROS1, OI8"	"Osteogenesis imperfecta, type VIII, 610915 (3), Autosomal recessive"
617853	"SVBP, CCDC23, NEDAHM"	"Neurodevelopmental disorder with ataxia, hypotonia, and microcephaly, 618569 (3), Autosomal recessive"
609017	"ERMAP, SC, RD"	"[Blood group, Scianna system], 111750 (3); [Blood group, Radin], 111620 (3)"
138140	"SLC2A1, GLUT1, HTLVR, DYT18, PED, GLUT1DS, EIG12, DYT9, SDCHCN"	"Dystonia 9, 601042 (3), Autosomal dominant; GLUT1 deficiency syndrome 1, infantile onset, severe, 606777 (3), Autosomal recessive, Autosomal dominant; Stomatin-deficient cryohydrocytosis with neurologic defects, 608885 (3), Autosomal dominant; {Epilepsy, idiopathic generalized, susceptibility to, 12}, 614847 (3), Autosomal dominant; GLUT1 deficiency syndrome 2, childhood onset, 612126 (3), Autosomal dominant"
614443	"EBNA1BP2, EBP2"	
614259	"CFAP57, WDR65"	
600222	"TIE, JTK14, TIE1, LMPHM11"	"Lymphatic malformation 11, 619401 (3), Autosomal dominant"
159530	"MPL, TPOR, MPLV, THCYT2"	"Myelofibrosis with myeloid metaplasia, somatic, 254450 (3); Thrombocythemia 2, 601977 (3), Autosomal dominant, Somatic mutation; Thrombocytopenia, congenital amegakaryocytic, 604498 (3), Autosomal recessive"
603618	CDC20	
611813	"ELOVL1, SSC1, IKSHD"	"Ichthyotic keratoderma, spasticity, hypomyelination, and dysmorphic facies, 618527 (3), Autosomal recessive, Autosomal dominant"
607956	MED8	
615463	"SZT2, KIAA0467, DEE18"	"Developmental and epileptic encephalopathy 18, 615476 (3), Autosomal recessive"
619128	HYI	
179590	"PTPRF, LAR, BNAH2"	"?Breasts and/or nipples, aplasia or hypoplasia of, 2, 616001 (3), Autosomal recessive"
609764	"KDM4A, JMJD2A, JHDM3A, KIAA0677"	
178300	PTOS1	"Ptosis, hereditary congenital, 1, 178300 (2), Autosomal dominant"
606494	"ST3GAL3, SIAT6, ST3GALII, MRT12, DEE15"	"Developmental and epileptic encephalopathy 15, 615006 (3), Autosomal recessive; Intellectual developmental disorder, autosomal recessive 12, 611090 (3), Autosomal recessive"
603886	ARTN	
610411	"IPO13, IMP13, KIAA0724, RANBP13"	
603456	"DPH2, DPH2L2"	
603717	"ATP6V0B, ATP6F"	
604013	B4GALT2	
601019	"SLC6A9, GLYT1, GCENSG"	"Glycine encephalopathy with normal serum glycine, 617301 (3), Autosomal recessive"
609602	"KLF717, ZLF393"	
605077	"DNMAP1, DMAP1"	
609917	"PRNPIP, PINT1"	
616136	"RNF220, HLD23"	"Leukodystrophy, hypomyelinating, 23, with ataxia, deafness, liver dysfunction, and dilated cardiomyopathy, 619688 (3), Autosomal recessive"
619722	"TMEM53, NET4, CTDI"	"Craniotubular dysplasia, Ikegawa type, 619727 (3), Autosomal recessive"
604538	"KIF2C, KNSL6, MCAK"	
600357	RPS8	
607336	"BEST4, VMD2L2"	
602913	"PLK3, CNK, PRK"	
611713	"DYNLT4, TCTEX1D4"	
603673	PTCH2	"Medulloblastoma, somatic, 155255 (3); Basal cell nevus syndrome, 109400 (3), Autosomal dominant; Basal cell carcinoma, somatic, 605462 (3)"
606273	EIF2B3	"Leukoencephalopathy with vanishing white matter, 603896 (3), Autosomal recessive"
618638	HECTD3	
613521	UROD	"Porphyria, hepatoerythropoietic, 176100 (3), Autosomal recessive, Autosomal dominant; Porphyria cutanea tarda, 176100 (3), Autosomal recessive, Autosomal dominant"
618994	"HPDL, NEDSWMA, SPG83"	"Neurodevelopmental disorder with progressive spasticity and brain white matter abnormalities, 619026 (3), Autosomal recessive; Spastic paraplegia 83, autosomal recessive, 619027 (3), Autosomal recessive"
604933	"MUTYH, MYH"	"Adenomas, multiple colorectal, 608456 (3), Autosomal recessive; Gastric cancer, somatic, 613659 (3)"
613931	"TOE1, PCH7"	"Pontocerebellar hypoplasia, type 7, 614969 (3), Autosomal recessive"
604746	TESK2	
609831	MMACHC	"Methylmalonic aciduria and homocystinuria, cblC type, 277400 (3), Autosomal recessive"
176763	"PRDX1, PRXI, PAGA, NKEFA"	"Methylmalonic aciduria and homocystinuria, cblC type, digenic, 277400 (3), Autosomal recessive"
103830	"AKR1A1, ALR"	
603185	NASP	
147485	IPP	
612257	"MAST2, MAST205, KIAA0807"	
606076	PIK3R3	
613170	"TSPAN1, NET1"	
606822	"POMGNT1, MEB, MDDGA3, MDDGB3, MDDGC3, RP76, LGMDR15"	"Muscular dystrophy-dystroglycanopathy (congenital with mental retardation), type B, 3, 613151 (3), Autosomal recessive; Muscular dystrophy-dystroglycanopathy (limb-girdle), type C, 3, 613157 (3), Autosomal recessive; Retinitis pigmentosa 76, 617123 (3), Autosomal recessive; Muscular dystrophy-dystroglycanopathy (congenital with brain and eye anomalies), type A, 3, 253280 (3), Autosomal recessive"
616129	"LURAP1, LRAP35A"	
603615	"RAD54L, HR54, HRAD54"	"{Breast cancer, invasive ductal}, 114480 (3), Autosomal dominant, Somatic mutation; Adenocarcinoma, colonic, somatic (3); Lymphoma, non-Hodgkin, somatic, 605027 (3)"
618753	"LRRC41, MUF1"	
612728	BMND14	"[Bone mineral density QTL 14], 612728 (2)"
618954	CYP4Z2P	
613606	FWS	"Forsythe-Wakeling syndrome, 613606 (2), Autosomal recessive"
613857	OFC13	"Orofacial cleft 13, 613857 (2), Autosomal dominant"
618377	PAINQTL1	"?Pain sensitivity QTL1, 618377 (4), Autosomal dominant"
616392	"SKINTL, SKINTP"	
613844	UQCRH	
615394	NSUN4	
602935	FAAH	"{Drug addiction, susceptibility to}, 606581 (3)"
618375	"FAAHP1, FAAHOUT, LINC00505"	
607410	"DMBX1, OTX3"	
611455	"KNCN, KINO, L5"	
606724	"MKNK1, MNK1"	
608917	"ATPAF1, ATP11"	
619559	"EFCAB14, KIAA0464"	
124075	CYP4B1	
601310	CYP4A11	
614999	"CYP4X1, CYPIVX1"	
618953	CYP4Z1	
615341	CYP4A22	
607178	"PDZK1IP1, MAP17"	
187040	"TAL1, TCL5, SCL"	"Leukemia, T-cell acute lymphocytic, somatic, 613065 (3)"
181590	"STIL, SIL, MCPH7"	"Microcephaly 7, primary, autosomal recessive, 612703 (3), Autosomal recessive"
191710	"CMPK1, CMPK, UMPK, UMK, CMK"	
601094	"FOXE3, FKHL12, ASMD, CTRCT34, ASGD2, AAT11"	"Anterior segment dysgenesis 2, multiple subtypes, 610256 (3), Autosomal recessive; {Aortic aneurysm, familial thoracic 11, susceptibility to}, 617349 (3), Autosomal dominant; Cataract 34, multiple types, 612968 (3)"
602211	"FOXD2, FKHL17, FREAC9"	
614913	"TRABD2B, TIKI2"	
613947	"SPATA6, SRF1, HASH"	
616476	"AGBL4, CCP6"	
168360	"ELAVL4, HUD, PNEM"	
606852	"PARK10, AAOPD"	"{Parkinson disease 10}, 606852 (2)"
613548	STQTL23	"{Stature QTL 23}, 613548 (2)"
614804	DMRTA2	
604460	"FAF1, HFAF1"	
603369	"CDKN2C, INK4C"	
612598	RNF11	
619885	"TTC39A, C1orf34, KIAA0452"	
600051	EPS15	
606737	"OSBPL9, ORP9"	
602651	NRD1	
179510	RAB3B	
609448	"TXNDC12, TLP19, ERP18"	
603755	"ZFYVE9, MADHIP, SARA"	
601902	"ORC1, ORC1L"	"Meier-Gorlin syndrome 1, 224690 (3), Autosomal recessive"
617031	"PRPF38A, PRP38A"	
613692	"TUT4, ZCCHC11, KIAA0191"	
615784	"GPX7, NPGPX"	
615623	"COA7, RESA1, SELRC1, C1orf163, SCAN3"	"Spinocerebellar ataxia, autosomal recessive, with axonal neuropathy 3, 618387 (3), Autosomal recessive"
618673	ZYG11B	
618675	ZYG11A	
184755	SCP2	"?Leukoencephalopathy with dystonia and motor neuropathy, 613724 (3), Autosomal recessive"
608661	PODN	
604471	SLC1A7	
600650	"CPT2, IIAE4"	"{Encephalopathy, acute, infection-induced, 4, susceptibility to}, 614212 (3), Autosomal recessive, Autosomal dominant; CPT II deficiency, infantile, 600649 (3), Autosomal recessive; CPT II deficiency, lethal neonatal, 608836 (3), Autosomal recessive; CPT II deficiency, myopathic, stress-induced, 255110 (3), Autosomal recessive, Autosomal dominant"
602603	MAGOH	
602600	"LRP8, APOER2, MCI1"	"{Myocardial infarction, susceptibility to}, 608446 (3)"
614805	DMRTB1	
610378	GLIS1	
610115	"TMEM48, NDC1"	
617521	YIPF1	
147892	"DIO1, TXDI1, THMA2"	"Thyroid hormone metabolism, abnormal, 2, 619855 (3), Autosomal dominant"
617084	"TMEM59, DCF1"	
612320	CDCP2	
611843	MRPL37	
607390	SSBP3	
606803	"ACOT11, THEA, BFIT, BFIT1, BFIT2, KIAA0707"	
606753	TTC4	
612036	"PARS2, DEE75"	"Developmental and epileptic encephalopathy 75, 618437 (3), Autosomal recessive"
616446	"LEXM, C1orf177, LEM"	
606418	"DHCR24, KIAA0018"	"Desmosterolosis, 602398 (3), Autosomal recessive"
606412	BSND	"Sensorineural deafness with mild renal dysfunction, 602522 (3), Autosomal recessive; Bartter syndrome, type 4a, 602522 (3), Autosomal recessive"
607786	"PCSK9, NARC1, HCHOLA3, FH3, LDLCQ1, FHCL3"	"{Low density lipoprotein cholesterol level QTL 1}, 603776 (3), Autosomal dominant; Hypercholesterolemia, familial, 3, 603776 (3), Autosomal dominant"
610569	"USP24, KIAA1057"	
607125	"PLPP3, PPAP2B"	
600497	"PRKAA2, AMPK"	
618478	"FYB2, ARAP, C1orf168"	
120950	C8A	"C8 deficiency, type I, 613790 (3), Autosomal recessive"
120960	C8B	"C8 deficiency, type II, 613789 (3), Autosomal recessive"
603448	"DAB1, SCA37"	"Spinocerebellar ataxia 37, 615945 (3), Autosomal dominant"
617081	"OMA1, MPRP1"	
137290	"TACSTD2, TROP2, M1S1"	"Corneal dystrophy, gelatinous drop-like, 204870 (3), Autosomal recessive"
612176	"MYSM1, 2ADUB, KIAA1915, BMFS4"	"Bone marrow failure syndrome 4, 618116 (3), Autosomal recessive"
165160	JUN	
611370	"FGGY, FLJ10986"	
607820	"HOOK1, HK1"	
601258	CYP2J2	
618860	"C1orf87, CREF"	
601676	AIR	"Acute insulin response, 601676 (2)"
610906	ASRT4	"{Asthma-related traits, susceptibility to, 4}, 610906 (2)"
606215	"AVSD1, AVCD"	"{Atrioventricular septal defect, susceptibility to, 1}, 606215 (2)"
615892	OFC14	"Orofacial cleft 14, 615892 (2), Autosomal recessive"
164750	"OPHLC, C1DUPp31.3, DUP1p31.3"	"Omphalocele due to duplication of 1p31.3, 164750 (4), Isolated cases"
606787	PAOD1	"Peripheral arterial occlusive disease 1, 606787 (2)"
612293	"POROK5, DSAP3"	"Porokeratosis 5, disseminated superficial actinic, 612293 (2)"
600727	"NFIA, BRMUTD"	"Brain malformations with or without urinary tract defects, 613735 (3), Autosomal dominant"
610080	"TM2D1, BBP"	
603199	"PATJ, INADL"	
614612	KANK4	
603478	USP1	
615730	"DOCK7, KIAA1771, DEE23"	"Developmental and epileptic encephalopathy 23, 615859 (3), Autosomal recessive"
604774	"ANGPTL3, ANGPT5, FHBL2"	"Hypobetalipoproteinemia, familial, 2, 605019 (3), Autosomal recessive"
611339	"ATG4C, APG4C"	
611539	"FOXD3, AIS1, VAMAS2"	"{Autoimmune disease, susceptibility to, 1}, 607836 (3), Autosomal dominant"
604566	"ALG6, CDG1C"	"Congenital disorder of glycosylation, type Ic, 603147 (3), Autosomal recessive"
605494	"ITGB3BP, NRIF3"	
617632	"EFCAB7, KIAA1799"	
171900	"PGM1, GSD14, CDG1T"	"Congenital disorder of glycosylation, type It, 614921 (3), Autosomal recessive"
602336	"ROR1, NTRKR1"	"?Deafness, autosomal recessive 108, 617654 (3), Autosomal recessive"
609953	"RAVER2, KIAA1579"	
147795	"JAK1, AIIDE"	"Autoinflammation, immune dysregulation, and eosinophilia, 618999 (3), Autosomal dominant"
612511	"MIR101-1, MIRN101-1"	
103030	"AK4, AK3"	
608375	"DNAJC6, DJC6, KIAA0473, PARK19"	"Parkinson disease 19a, juvenile-onset, 615528 (3), Autosomal recessive; Parkinson disease 19b, early-onset, 615528 (3), Autosomal recessive"
601007	"LEPR, OBR, LEPRD"	"Obesity, morbid, due to leptin receptor deficiency, 614963 (3), Autosomal recessive"
613461	"LEPROT, OBRGRP"	
600127	"PDE4B, DPDE4"	
611540	SGIP1	
606413	INSL5	
619156	"DNAI4, WDR78"	
616848	"MEIR1, KIAA1610"	
610804	"SLC35D1, UGTREL7, KIAA0260, SHNKND"	"Schneckenbecken dysplasia, 269250 (3), Autosomal recessive"
607562	"IL23R, IBD17"	"{Inflammatory bowel disease 17, protection against}, 612261 (3); {Psoriasis, protection against}, 605606 (3)"
601642	IL12RB2	
607378	"SERBP1, PAIRBP1"	
126335	"DDIT1, GADD45"	
615405	GNG12	
615406	GNG12AS1	
605193	"DIRAS3, ARHI"	
611514	"WLS, GPR177, EVI, ZKS"	"Zaki syndrome, 619648 (3), Autosomal recessive"
180069	"RPE65, RP20, LCA2"	"Retinitis pigmentosa 20, 613794 (3), Autosomal recessive; Retinitis pigmentosa 87 with choroidal involvement, 618697 (3), Autosomal dominant; Leber congenital amaurosis 2, 204100 (3), Autosomal recessive"
612002	DEPDC1	
613008	PBC3	"{Biliary cirrhosis, primary, 3}, 613008 (2)"
609727	SPG29	"Spastic paraplegia 29, autosomal dominant, 609727 (2), Autosomal dominant"
614453	"LRRC7, DENSIN, KIAA1365"	
602051	PIN1L	
602010	"SRSF11, SFRS11"	
615125	ANKRD13C	
604372	HHLA3	
607657	CTH	"Cystathioninuria, 219500 (3), Autosomal recessive"
176806	"PTGER3, EP3"	
604347	"ZRANB2, ZNF265, ZIS"	
613173	"NEGR1, KILON"	
617957	"LRRIQ3, LRRC44"	
603609	"FPGT, GFPP"	
613932	"TNNI3K, CCDD"	"Cardiac conduction disease with or without dilated cardiomyopathy, 616117 (3), Autosomal dominant"
123691	CRYZ	
611245	TYW3	
604425	LHX8	
607008	"ACADM, MCAD"	"Acyl-CoA dehydrogenase, medium chain, deficiency of, 201450 (3), Autosomal recessive"
179080	RABGGTB	
602105	"MSH4, POF20, SPGF2"	"Premature ovarian failure 20, 619938 (3), Autosomal recessive; Spermatogenic failure 2, 108420 (3), Autosomal recessive"
619936	ASB17	
610133	"ST6GALNAC3, SIAT7C"	
610134	"ST6GALNAC5, SIAT7E"	
605087	"PIGK, GPI8, NEDHCAS"	"Neurodevelopmental disorder with hypotonia and cerebellar atrophy, with or without seizures, 618879 (3), Autosomal recessive"
608009	AK5	
619892	ZZZ3	
615146	"USP33, VDU1"	
616773	"MIGA1, FAM73A"	
618370	NEXAS1	
613121	"NEXN, NELIN, CMD1CC, CMH20"	"Cardiomyopathy, dilated, 1CC, 613122 (3), Autosomal dominant; Cardiomyopathy, hypertrophic, 20, 613876 (3), Autosomal dominant"
603444	"FUBP1, FUBP, FBP"	
611327	"DNAJB4, HLJ1"	
619089	GIPC2	
600563	PTGFR	
613975	IFI44L	
610468	"IFI44, P44"	
616419	"ADGRL4, ETL, ELTD1"	
607018	"ADGRL2, LPHN2, LPHH1, CIRL2, CL2, KIAA0786"	
618813	TTLL7	
176892	"PRKACB, CAFD2"	"Cardioacrofacial dysplasia 2, 619143 (3), Autosomal dominant, Somatic mosaicism"
608057	"DNASE2B, DLAD"	
608035	CMM4	"{Melanoma, cutaneous malignant, 4}, 608035 (2)"
611381	KAZA2	"{Kala-azar, susceptibility to, 2}, 611381 (2)"
191540	UOX	[Urate oxidase deficiency] (1)
600874	GNG5	
600873	"CTBS, CTB"	
608690	"SSX2IP, ADIP, KIAA0923"	
605106	"LPAR3, EDG7, LPA3"	
607399	MCOLN2	
607400	MCOLN3	
617968	WDR63	
603517	"BCL10, IMD37"	"{Lymphoma, follicular, somatic}, 605027 (3); ?Immunodeficiency 37, 616098 (3), Autosomal recessive; {Sezary syndrome, somatic} (3); {Male germ cell tumor, somatic}, 273300 (3); Lymphoma, MALT, somatic, 137245 (3); {Mesothelioma, somatic}, 156240 (3)"
604743	DDAH1	
602369	"CCN1, CYR61, IGFBP10"	
610025	COL24A1	
604003	CLCA2	
603906	"CLCA1, CACC1"	
616857	"CLCA4, CACC2"	
604337	CLCA3	
609287	"SH3GLB1, KIAA0491"	
606254	"SELENOF, SEP15"	
604844	"HS2ST1, NFSRA"	"Neurofacioskeletal syndrome with or without renal agenesis, 619194 (3), Autosomal recessive"
603129	LMO4	
602549	"PKN2, PRKCL2, PRK2, PAK2"	
189963	"GTF2B, TFIIB, TF2B"	
610656	"CCBL2, KAT3"	
600413	GBP3	
600411	GBP1	
600412	GBP2	
612468	GBP7	
612466	GBP4	
611467	GBP5	
612467	GBP6	
612888	"LRRC8B, TALRRP, KIAA0231"	
612889	"LRRC8C, FAD158, AD158"	
612890	"LRRC8D, LRRC5"	
614601	"ZNF326, ZIRD"	
605212	BARHL2	
614159	"ZNF644, MYP21"	"Myopia 21, autosomal dominant, 614167 (3), Autosomal dominant"
615684	"HFM1, MER3, POF9"	"Premature ovarian failure 9, 615724 (3), Autosomal recessive"
603311	"CDC7, CDC7L1"	
600742	TGFBR3	
602144	"BRDT, SPGF21"	"?Spermatogenic failure 21, 617644 (3), Autosomal recessive"
617401	"EPHX4, ABHD7"	
617945	"BTBD8, KIAA1107, APACHE"	
618968	"C1orf146, SPO16, SCRE"	
601749	"GLMN, GVM, VMGLOM"	"Glomuvenous malformations, 138000 (3), Autosomal dominant"
611476	"RPAP2, C1orf82"	
600871	"GFI1, ZNF163, SCN2"	"?Neutropenia, nonimmune chronic idiopathic, of adults, 607847 (3), Autosomal dominant; Neutropenia, severe congenital 2, autosomal dominant, 613107 (3), Autosomal dominant"
602942	"EVI5, NB4S"	
603634	"RPL5, DBA6"	"Diamond-Blackfan anemia 6, 612561 (3), Autosomal dominant"
614542	FAM69A	
603635	"SNORD21, RNU21"	
609882	"MTF2, PCL2, M96"	
616876	TMED5	
601482	DR1	
608848	"FNBP1L, TOCA1, C1orf39"	
604704	"BCAR3, SH2D3B, NSP2"	
611199	"DNTTIP2, ERBP, FCF2"	
601176	"GCLM, GLCLR"	"{Myocardial infarction, susceptibility to}, 608446 (3)"
601691	"ABCA4, ABCR, STGD1, FFM, RP19, CORD3, ARMD2"	"Retinal dystrophy, early-onset severe, 248200 (3), Autosomal recessive; Retinitis pigmentosa 19, 601718 (3), Autosomal recessive; {Macular degeneration, age-related, 2}, 153800 (3), Autosomal dominant; Cone-rod dystrophy 3, 604116 (3), Autosomal recessive; Fundus flavimaculatus, 248200 (3), Autosomal recessive; Stargardt disease 1, 248200 (3), Autosomal recessive"
610496	"ARHGAP29, PARG1"	
609822	STQTL7	"{Stature QTL 7}, 609822 (2)"
600193	WS2B	"Waardenburg syndrome, type 2B, 600193 (2), Autosomal dominant"
170995	"ABCD3, PXMP1, PMP70, CBAS5"	"?Bile acid synthesis defect, congenital, 5, 616278 (3), Autosomal recessive"
134390	"F3, TFA"	
602374	CNN3	
612866	"ALG14, CMS15, IDDEBF, MEPCA"	"Intellectual developmental disorder with epilepsy, behavioral abnormalities, and coarse facies, 619031 (3), Autosomal recessive; Myopathy, epilepsy, and progressive cerebral atrophy, 619036 (3), Autosomal recessive; ?Myasthenic syndrome, congenital, 15, without tubular aggregates, 616227 (3), Autosomal recessive"
615875	"RWDD3, RSUME"	
608449	"PTBP2, NPTB"	
612779	"DPYD, DPD"	"Dihydropyrimidine dehydrogenase deficiency, 274270 (3), Autosomal recessive; 5-fluorouracil toxicity, 274270 (3), Autosomal recessive"
614304	"MIR137, MIRN137"	
614904	SNX7	
617287	"PLPPR5, LPPR5, PAP2D, PAP2"	
607813	"PLPPR4, LPPR4, PRG1, KIAA0455"	
610182	"PALMD, PALML"	
611578	"FRRS1, SDR2"	
610860	"AGL, GDE"	"Glycogen storage disease IIIa, 232400 (3), Autosomal recessive; Glycogen storage disease IIIb, 232400 (3), Autosomal recessive"
605632	"SLC35A3, AMRS"	"Arthrogryposis, impaired intellectual development, and seizures, 615553 (3), Autosomal recessive"
609321	"SASS6, SAS6, MCPH14"	"Microcephaly 14, primary, autosomal recessive, 616402 (3), Autosomal recessive"
248610	"DBT, BCATE2"	"Maple syrup urine disease, type II, 248600 (3), Autosomal recessive"
611286	"RTCD1, RPC"	
603504	"CDC14A, DFNB32"	"Deafness, autosomal recessive 32, with or without immotile sperm, 608653 (3), Autosomal recessive"
607468	"GPR88, STRG, COCPMR"	"?Chorea, childhood-onset, with psychomotor retardation, 616939 (3), Autosomal recessive"
192225	VCAM1	
602411	EXTL2	
611149	"SLC30A7, ZNT7"	
611075	"DPH5, HSPC143"	
601974	"S1PR1, EDG1, S1P1"	
612841	"HYPT5, MUHH2"	"Hypotrichosis 5, 612841 (2), Autosomal dominant"
611107	MRT4	"Intellectual developmental disorder, autosomal recessive 4, 611107 (2), Autosomal recessive"
607567	"OLFM3, NOE3"	
120280	"COL11A1, STL2, DFNA37"	"Fibrochondrogenesis 1, 228520 (3), Autosomal recessive; Stickler syndrome, type II, 604841 (3), Autosomal dominant; Marshall syndrome, 154780 (3), Autosomal dominant; Deafness, autosomal dominant 37, 618533 (3), Autosomal dominant; {Lumbar disc herniation, susceptibility to}, 603932 (3)"
